chrom	start	end	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	z_den_afr	p_den_afr	cddr	low_quality
16	64460000	64480000	10769	12766	12900	13019	12540	0.00510725	0.00325007	0.00315721	0.00269291	0.00260006	0.00273934	0.00521231	0.00483791	0.000454211	0.00071067	0.00297058	0.00291358	0.00287772	0.00282072	0.766787	0.671429	1	868.956	342	0.53845	0.53845	4.88832	0.0117786	True	False
16	88980000	89000000	7776	9013	14204	14150	13818	0.00488683	0.00443673	0.00495113	0.000835905	0.000321502	0.000514403	0.00512872	0.00537636	0.00442672	0.00464354	0.00396708	0.00418936	0.00448148	0.00470377	0.830159	0.625	0	888.577	370	0.3888	0.3888	4.77928	0.0123675	True	False
16	1860000	1880000	9544	12013	12776	12332	11919	0.00204317	0.00550084	0.00534367	0.00481978	0.00466262	0.000576278	0.00509334	0.00544158	0.00444656	0.00486798	0.00187413	0.00172852	0.00167496	0.00153439	0.796296	0.449664	0	654.671	437	0.4772	0.4772	4.73313	0.0129564	True	False
16	82940000	82960000	12999	15157	15411	15115	15037	0.00407724	0.00400031	0.0041157	0.00142319	0.00176937	0.000961612	0.0050643	0.00472532	0.00317194	0.00284669	0.00328331	0.00294731	0.00371806	0.00342181	0.863144	0.373984	1	972.35	633	0.64995	0.64995	4.69526	0.0135453	True	False
16	22960000	22980000	11133	13098	13500	13504	13513	0.00579359	0.00556903	0.00561394	0.00058385	0.000359292	0.000359292	0.00497646	0.00508038	0.00185194	0.00145433	0.00162739	0.00122978	0.0016723	0.00127469	0.720052	0.60274	1	836.701	344	0.55665	0.55665	4.58068	0.0141343	True	False
16	1900000	1920000	9235	10792	10687	10863	11141	0.0059556	0.00579318	0.00573904	0.00059556	0.000649702	0.000487277	0.00495922	0.00495888	0.00179903	0.00170619	0.0017838	0.0016216	0.00148173	0.00127479	0.424242	0.631579	0	626.4	306	0.46175	0.46175	4.5582	0.0147232	True	True
16	74860000	74880000	8345	9717	9775	9738	9577	0.00455362	0.00449371	0.00455362	0.000179748	0.000239664	0.000419413	0.00492872	0.00486608	0.00204793	0.00205889	0.00198802	0.00199897	0.00204793	0.00205889		0	0		341	0.41725	0.41725	4.51842	0.0153121	True	False
16	81160000	81180000	8103	9575	9630	9720	9647	0.00407257	0.00431939	0.00419598	0.000740466	0.000370233	0.000802172	0.00488804	0.00515484	0.00258655	0.00269588	0.00283215	0.00279083	0.00279146	0.00288099	0.54058	0.672269	0	923.513	448	0.40515	0.40515	4.46535	0.0159011	True	False
16	5820000	5840000	12345	14430	14738	14414	14334	0.00137708	0.00141758	0.00170109	0.00036452	0.000648036	0.000688538	0.00486995	0.00503415	0.00480198	0.00501805	0.00482171	0.00502908	0.00510522	0.0053126	0.860317	0.449541	1	973.817	742	0.61725	0.61725	4.44175	0.01649	True	False
16	1840000	1860000	8192	9626	10158	9883	10075	0.00335693	0.00598145	0.00592041	0.00604248	0.00598145	0.000305176	0.00483073	0.00408265	0.00478517	0.00503726	0.00328405	0.00327145	0.00322301	0.0032109	0.5	0.6	0		436	0.4096	0.4096	4.39059	0.0170789	True	False
16	81240000	81260000	9210	10600	10957	10991	10862	0.00418024	0.00401737	0.00450597	0.00624321	0.00684039	0.000597177	0.00477448	0.00395315	0.00533114	0.00441446	0.0043605	0.00512662	0.00453166	0.00538952	0.60872	0.697368	0	940	526	0.4605	0.4605	4.31724	0.0176678	True	False
16	5220000	5240000	7104	8385	8433	8335	8320	0.00513795	0.00520833	0.0053491	0.000211149	0.000211149	0.000140766	0.00477404	0.0046426	0.00331512	0.00318612	0.00338485	0.0032565	0.00352562	0.00339727	0.585417	0.791667	0	953.15	363	0.3552	0.3552	4.31666	0.0182568	True	False
16	84660000	84680000	10124	11836	11890	11892	11954	0.00227183	0.00232122	0.00232122	0.000246938	0.000246938	9.87752e-05	0.00473741	0.00463554	0.00533721	0.00515103	0.0053866	0.00520041	0.0053866	0.00520041	0.670792	0.703704	0.277778	947.185	470	0.5062	0.5062	4.26887	0.0188457	True	False
16	80800000	80820000	11384	13435	13497	13296	13117	0.00399684	0.00399684	0.00399684	0.000175685	0.000175685	8.78426e-05	0.00471781	0.00485805	0.00362178	0.00376279	0.0035627	0.00368089	0.0035627	0.00368089	0.834491	0.75	0	956.632	454	0.5692	0.5692	4.24332	0.0194346	True	False
16	84460000	84480000	9941	11698	11746	11869	11639	0.00427522	0.00407404	0.00432552	0.00130772	0.00261543	0.00271602	0.00468531	0.00479611	0.00347228	0.00353294	0.00396283	0.00400161	0.00423924	0.00417621	0.67161	0.627119	0	981.136	537	0.49705	0.49705	4.20093	0.0200236	True	False
16	80980000	81000000	8724	9997	10160	10136	9907	0.00395461	0.00401192	0.00401192	5.73132e-05	5.73132e-05	0.000114626	0.00457275	0.00467393	0.00251409	0.00105658	0.0025714	0.00111389	0.0025714	0.00111389	0.647727	0.770833	0	759.791	352	0.4362	0.4362	4.05411	0.0206125	True	False
16	82200000	82220000	11907	14126	14255	14639	14126	0.00369531	0.00130176	0.00109179	0.00323339	0.0031914	0.000461913	0.00455316	0.00494315	0.00391477	0.00369416	0.00445196	0.00486276	0.00438519	0.00477518	0.763889	0.432432	0	941.243	576	0.59535	0.59535	4.02855	0.0212014	True	False
16	6940000	6960000	12277	14344	14157	14826	14118	0.0046021	0.00419484	0.00342103	0.00171052	0.00175124	0.000936711	0.00454764	0.00482565	0.0053175	0.00555156	0.00490753	0.00510263	0.00453891	0.00475536	0.804762	0.387387	0	987.595	1014	0.61385	0.61385	4.02135	0.0217903	True	False
16	9800000	9820000	11447	13957	13815	13764	13662	0.0021403	0.00200926	0.0019219	0.000305757	0.000218398	8.73591e-05	0.00451301	0.00463845	0.00475117	0.00506212	0.0045912	0.0048953	0.00454256	0.00487446	0.821942	0.576389	0	820.083	496	0.57235	0.57235	3.97618	0.0223793	True	False
16	25080000	25100000	7717	9453	9799	9354	9459	0.00460023	0.00440586	0.00434107	0.00032396	0.000259168	6.4792e-05	0.00441766	0.0045174	0.00158853	0.00147429	0.00139416	0.00127991	0.00132936	0.00121512	0.715079	0.580952	0	922.029	261	0.38585	0.38585	3.85181	0.0229682	True	False
16	89820000	89840000	8384	9993	9877	9873	9826	0.000656011	0.00113311	0.000954198	0.000715649	0.000536737	0.000417462	0.0044063	0.00436	0.00422648	0.00416615	0.0044614	0.00434354	0.00440358	0.00431448	0.634021	0.636364	0	594.145	380	0.4192	0.4192	3.83699	0.0235571	True	False
16	79080000	79100000	12745	15374	15115	15239	15126	0.00360926	0.00364849	0.00313849	0.000117693	0.00133386	0.00141232	0.00437863	0.00432874	0.00404463	0.0040357	0.00408386	0.00407497	0.00389897	0.00393335	0.835165	0.305263	0	985.716	755	0.63725	0.63725	3.8009	0.0241461	True	False
16	83880000	83900000	11201	12904	13059	13171	12753	0.00276761	0.00267833	0.00263369	0.000357111	0.000312472	0.000133917	0.00435906	0.00453211	0.00440082	0.00429876	0.00431128	0.00420549	0.00426637	0.00415686	0.792208	0.532468	0	944.597	578	0.56005	0.56005	3.77537	0.024735	True	False
16	6820000	6840000	10239	11639	11693	11979	11787	0.00156265	0.00185565	0.00175798	0.000439496	0.000292997	0.000292997	0.0043541	0.00465392	0.00412638	0.0039416	0.00441772	0.00423445	0.00432005	0.00413678	0.686828	0.73494	0	992.253	694	0.51195	0.51195	3.7689	0.0253239	True	False
16	84060000	84080000	12734	14780	15056	14791	15015	0.00455474	0.00451547	0.00447621	0.000117795	7.85299e-05	3.9265e-05	0.00433445	0.00386505	0.00350769	0.00357064	0.00345916	0.00351279	0.00342916	0.00349211	0.792636	0.456522	0	837.272	840	0.6367	0.6367	3.74328	0.0259128	True	False
16	13720000	13740000	8953	10825	10830	10967	10713	0.004021	0.00385346	0.00396515	0.000726014	0.000614319	0.000670166	0.00431785	0.00416196	0.00183181	0.00190685	0.00166445	0.0017402	0.00204808	0.00213922	0.745614	0.616162	1	961.636	336	0.44765	0.44765	3.72162	0.0265018	True	False
16	12720000	12740000	8607	9868	10064	10260	9838	0.00261415	0.00232369	0.00243987	0.000697107	0.000464738	0.000639015	0.00429755	0.00431916	0.00498931	0.00501096	0.00462652	0.00463954	0.00481204	0.00482282	0.680316	0.630252	0	969.84	582	0.43035	0.43035	3.69515	0.0270907	True	False
16	84480000	84500000	11079	13574	13427	13561	13235	0.00406174	0.00388122	0.00379096	0.000361043	0.00185035	0.00171496	0.00428796	0.00447451	0.00473795	0.00468937	0.00455757	0.00450885	0.00388432	0.00386132	0.904762	0.319149	0	978.043	805	0.55395	0.55395	3.68264	0.0276796	True	False
16	81220000	81240000	9893	11467	11246	11422	11517	0.0035884	0.00434651	0.00429597	0.00389164	0.0038411	5.05408e-05	0.00427961	0.00372481	0.00457859	0.00413265	0.00340503	0.00410065	0.00335449	0.00405031	0.70471	0.663158	0	938.484	526	0.49465	0.49465	3.67175	0.0282686	True	False
16	8600000	8620000	8552	10156	10076	10231	9724	0.00374181	0.00385875	0.00362488	0.00134471	0.00105239	0.000467727	0.00426918	0.00494312	0.00521463	0.00561795	0.00551469	0.00585638	0.00528922	0.00564855	0.643484	0.764706	0	976.567	556	0.4276	0.4276	3.65814	0.0288575	True	False
16	860000	880000	10082	12118	12396	12484	12383	0.0029756	0.00287641	0.00292601	0.000545527	0.000247967	0.000495933	0.00426442	0.00397862	0.00426164	0.0042323	0.00406253	0.00415608	0.00423944	0.00426336	0.674041	0.542373	0	927.941	506	0.5041	0.5041	3.65193	0.0294464	True	False
16	86260000	86280000	10099	11766	11938	11845	11552	0.00509951	0.00514902	0.00519853	0.00014853	0.000346569	0.000247549	0.0042445	0.0043059	0.00201423	0.00204303	0.00206434	0.0021013	0.00215025	0.00221647	0.716846	0.478723	0.808511	994	570	0.50495	0.50495	3.62595	0.0300353	True	False
16	940000	960000	10674	12596	13212	12812	12597	0.00543376	0.00548061	0.00534008	0.000608956	0.000281057	0.000515271	0.0042157	0.00488021	0.00383622	0.00258428	0.0037178	0.00250242	0.00374253	0.00249059	0.876844	0.434109	0	934.101	502	0.5337	0.5337	3.58839	0.0306243	True	False
16	16260000	16280000	9694	11454	11430	11437	11251	0.00257891	0.00232102	0.00263049	0.000464205	0.000103157	0.000515783	0.00421248	0.00418653	0.00321671	0.0031804	0.00333522	0.00333514	0.00326829	0.00323198	0.752083	0.723214	0	884.08	326	0.4847	0.4847	3.58419	0.0312132	True	False
16	7220000	7240000	12557	14555	14970	14599	14442	0.00179183	0.00171219	0.00171219	0.000716732	0.000238911	0.000637095	0.00420582	0.00397437	0.00389963	0.0037566	0.00412246	0.00395308	0.00397781	0.00383623	0.759752	0.49505	1	976.277	892	0.62785	0.62785	3.5755	0.0318021	True	False
16	11500000	11520000	10925	12560	13007	12922	12642	0.001373	0.00146453	0.00146453	0.0002746	9.15332e-05	0.000366133	0.00418465	0.00463889	0.00408605	0.00464909	0.00417758	0.00474062	0.00417758	0.00474062	0.707283	0.525	0.316667	969.35	584	0.54625	0.54625	3.54788	0.032391	True	False
16	88360000	88380000	12395	14018	14351	14154	14309	0.00318677	0.00310609	0.00310609	0.000403388	0.000403388	0.000322711	0.00418073	0.00408584	0.00387816	0.00329097	0.00395457	0.00337165	0.00395457	0.00337165	0.985075	0.504762	0	982	558	0.61975	0.61975	3.54277	0.03298	True	False
16	8360000	8380000	10070	12096	11934	12163	11894	0.00143992	0.00158888	0.00143992	0.000148957	0	0.000148957	0.00418019	0.004034	0.00333053	0.00315733	0.00347948	0.00330629	0.00333053	0.00315733	0.606061	0.650407	1	986.52	483	0.5035	0.5035	3.54207	0.0335689	True	False
16	7080000	7100000	10560	12763	12714	12620	12367	0.0046875	0.00629735	0.00326705	0.00388258	0.00369318	0.00710227	0.00415662	0.00375083	0.00615284	0.00631801	0.00743612	0.0081804	0.00515122	0.00479996	0.71521	0.576923	0.538462	942.462	815	0.528	0.528	3.51132	0.0341578	True	False
16	81200000	81220000	11022	12985	13061	12845	13179	0.00276719	0.0026311	0.00258574	0.0011341	0.000816549	0.000317547	0.00414819	0.00406985	0.00362369	0.00375269	0.00353146	0.00363815	0.00344444	0.00357592	0.76626	0.688172	0	949.871	624	0.5511	0.5511	3.50033	0.0347468	True	False
16	78020000	78040000	10015	12094	11925	11841	11811	0.00279581	0.00304543	0.00289566	0.000249626	9.98502e-05	0.000249626	0.00414615	0.00335576	0.00422264	0.00227903	0.00446909	0.00245738	0.0043209	0.00234325	0.757042	0.682759	0	859.372	508	0.50075	0.50075	3.49767	0.0353357	True	False
16	84040000	84060000	9941	11825	11670	11738	11716	0.00271602	0.00276632	0.00241424	0.000452671	0.000301781	0.000352077	0.00413523	0.00438393	0.00384355	0.00364459	0.00389674	0.00368228	0.00355273	0.00335521	0.7073	0.580645	0	932.694	762	0.49705	0.49705	3.48342	0.0359246	True	False
16	78480000	78500000	11863	13692	13669	13665	13555	0.00273961	0.00273961	0.00282391	0	8.42957e-05	8.42957e-05	0.00410049	0.00381518	0.00277374	0.00188963	0.00277374	0.00188963	0.00285804	0.00197393	0.692029	0.44086	1	966.086	659	0.59315	0.59315	3.43811	0.0365135	True	False
16	78060000	78080000	11532	13826	13786	13830	13583	0.00268817	0.00277489	0.00277489	0.000260146	0.000260146	0.00017343	0.00409996	0.00352484	0.00297856	0.00209501	0.00306277	0.00212289	0.00306277	0.00212294	0.761682	0.361111	0	836.972	550	0.5766	0.5766	3.43741	0.0371025	True	False
16	78500000	78520000	12997	15102	14949	15123	14867	0.00280834	0.00288528	0.0031161	0.000230822	0.000307763	0.000307763	0.00409404	0.00455077	0.00394871	0.00353748	0.00402565	0.00361373	0.00425647	0.00384524	0.821721	0.349593	1	938.016	729	0.64985	0.64985	3.42969	0.0376914	True	False
16	89800000	89820000	8432	10498	10511	10200	10469	0.000889469	0.000830171	0.000830171	0.00029649	0.00029649	0.000118596	0.00409368	0.00410651	0.00383521	0.00389325	0.0040113	0.0040405	0.00401175	0.00404816	0.664875	0.475728	0	585.981	447	0.4216	0.4216	3.42923	0.0382803	True	False
16	87860000	87880000	12936	15234	15730	15651	15595	0.00398114	0.00401979	0.00382653	0.000347866	0.000154607	0.000193259	0.0040924	0.00392185	0.00308377	0.00266647	0.00312242	0.00270513	0.00292916	0.00251187	0.913333	0.14	0	947.02	635	0.6468	0.6468	3.42756	0.0388693	True	False
16	81900000	81920000	11975	13853	13746	13738	13790	0.00179541	0.00175365	0.00183716	0.000292276	0.000501044	0.00045929	0.00408328	0.00333386	0.00409202	0.00364889	0.0040525	0.00361145	0.00417732	0.00373671	0.769737	0.525862	0	927.431	691	0.59875	0.59875	3.41566	0.0394582	True	False
16	80660000	80680000	7683	9111	9055	9001	8999	0.00409996	0.00403488	0.00423012	0.000325394	0.000390472	0.000195236	0.00408178	0.00231332	0.00513853	0.00516678	0.00502352	0.00510144	0.00521196	0.00529668	0.580688	0.809524	0	950.286	398	0.38415	0.38415	3.4137	0.0400471	True	True
16	82580000	82600000	10062	11827	11787	11943	11886	0.00228583	0.00228583	0.00223614	0.000298151	0.000298151	0.00024846	0.00406874	0.00407016	0.00322719	0.00297789	0.00331613	0.003149	0.00326667	0.00310148	0.79108	0.569444	1	983.236	504	0.5031	0.5031	3.3967	0.040636	True	False
16	81120000	81140000	6711	8737	8743	8624	8197	0.00081955	0.000968559	0.00104306	0.000298018	0.000372523	0.000223514	0.00405336	0.0040302	0.00397886	0.0039557	0.00412786	0.00410471	0.00420237	0.00417921	0.512531	0.656716	0	718.239	301	0.33555	0.33555	3.37664	0.041225	True	False
16	11480000	11500000	12764	15174	15525	15313	15070	0.00105766	0.00113601	0.00105766	0.000313381	0.000235036	0.000235036	0.00404399	0.00407234	0.00388196	0.00389697	0.00396031	0.00397664	0.00388196	0.00389829	0.842262	0.442478	1	963.681	679	0.6382	0.6382	3.36442	0.0418139	True	False
16	440000	460000	7161	8828	9365	8909	8793	0.00202486	0.00195503	0.00223432	0.000349113	0.000349113	0.000558581	0.00401839	0.00386429	0.0032702	0.00270661	0.00333928	0.00277643	0.00334002	0.00277643	0.572165	0.658333	0	819.275	304	0.35805	0.35805	3.33102	0.0424028	True	False
16	12620000	12640000	12817	15778	15526	15838	15640	0.00425217	0.00409612	0.00417414	0.000429118	0.00054615	0.000468128	0.00401133	0.00362254	0.0054413	0.00528326	0.00528525	0.00512721	0.0053149	0.00516312	0.8125	0.435294	0.635294	962.941	1286	0.64085	0.64085	3.32181	0.0429918	True	False
16	80000000	80020000	11884	14005	14279	14070	14106	0.000673174	0.000757321	0.000715247	8.41468e-05	4.20734e-05	0.00012622	0.00400301	0.0041246	0.00383688	0.0039563	0.00392103	0.00404045	0.00387895	0.00399838	0.818027	0.407767	1	944.951	633	0.5942	0.5942	3.31097	0.0435807	True	False
16	82680000	82700000	13221	15768	15984	15733	15551	0.0016262	0.00185311	0.00173966	0.000378186	0.000340368	0.000226912	0.00399281	0.00369644	0.00325595	0.00292675	0.00336264	0.00306666	0.00324941	0.00296193	0.869298	0.385417	1	980.156	655	0.66105	0.66105	3.29766	0.0441696	True	False
16	88960000	88980000	12916	15339	16008	15896	15874	0.00092908	0.00120006	0.000967792	0.000580675	0.000270982	0.00046454	0.00399184	0.0038912	0.0039124	0.00383465	0.00432228	0.00424594	0.00409062	0.00402228	0.924837	0.422414	0	876.681	700	0.6458	0.6458	3.29639	0.0447585	True	False
16	78440000	78460000	9160	12059	11923	10819	11859	0.0040393	0.0029476	0.00196507	0.00316594	0.0040393	0.00131004	0.00398856	0.00312052	0.0035676	0.00378242	0.00434135	0.00414891	0.00420566	0.00332448	0.75	0.72	1	965.48	627	0.458	0.458	3.29211	0.0453475	True	False
16	11580000	11600000	9481	11604	11554	11527	11548	0.00226769	0.00263685	0.00237317	0.000369159	0.000105474	0.000474633	0.00398819	0.003947	0.00267984	0.00252559	0.003049	0.00289475	0.00278532	0.00263106	0.683616	0.64557	0	970	511	0.47405	0.47405	3.29163	0.0459364	True	False
16	8820000	8840000	7417	8895	9173	8942	8781	0.0037077	0.00397735	0.0037077	0.00134825	0.0010786	0.00188756	0.0039763	0.00418334	0.0037998	0.00360806	0.00348099	0.00336306	0.0041086	0.00384719	0.548673	0.753968	0	951.714	345	0.37085	0.37085	3.27612	0.0465253	True	False
16	81420000	81440000	10396	12573	12752	12338	12124	0.000817622	0.00278953	0.000769527	0.00235668	0.000144286	0.00230858	0.00397615	0.00433642	0.00364676	0.00402118	0.00336167	0.00380809	0.00357283	0.0039607	0.680328	0.564516	1	918.339	459	0.5198	0.5198	3.27593	0.0471143	True	False
16	7240000	7260000	11411	13884	13645	14041	13393	0.00394356	0.00455701	0.00438174	0.00131452	0.00113925	0.000175269	0.00396179	0.00397671	0.00506751	0.00516704	0.00538537	0.00552099	0.0052101	0.00534572	0.830702	0.474227	1	982.515	937	0.57055	0.57055	3.2572	0.0477032	True	False
16	83140000	83160000	12598	14878	15125	15061	14826	0.00154786	0.000912843	0.000793777	0.00111129	0.00115098	0.000238133	0.00395372	0.00342349	0.00418367	0.00376343	0.00375357	0.00325565	0.00372925	0.00319554	0.770833	0.527778	0.402778	984.083	744	0.6299	0.6299	3.24667	0.0482921	True	False
16	76820000	76840000	13880	16208	16084	16485	15694	0.0042147	0.00399856	0.00407061	0.00122478	0.000144092	0.00122478	0.00393777	0.00404876	0.00192132	0.00196325	0.00183053	0.00170705	0.00177777	0.00183921	0.909884	0.298851	0	852.184	716	0.694	0.694	3.22587	0.048881	True	False
16	78360000	78380000	11546	13733	13876	13743	13374	0.00203534	0.00194873	0.00190542	0.00017322	0.000129915	4.3305e-05	0.00393562	0.00218075	0.00472474	0.00249369	0.0046382	0.00240708	0.0045949	0.00236377	0.681818	0.521739	0	962.196	684	0.5773	0.5773	3.22307	0.04947	True	False
16	77160000	77180000	11414	13106	13079	13532	13516	0.00262835	0.00262835	0.00332924	0.000175223	0.00201507	0.00201507	0.0039065	0.00365266	0.00290873	0.00256531	0.0029078	0.00255156	0.00258184	0.00272939	0.73652	0.685714	0	877.4	461	0.5707	0.5707	3.18508	0.0500589	True	False
16	17200000	17220000	10230	11997	11764	11953	11959	0.00478983	0.00483871	0.00474096	0.000146628	4.88759e-05	9.77517e-05	0.00390431	0.00453515	0.00237929	0.00184366	0.00242816	0.00189253	0.00233041	0.00179478	0.704365	0.547619	0	887.714	379	0.5115	0.5115	3.18222	0.0506478	True	False
16	6860000	6880000	10884	13117	13251	13168	13029	0.00137817	0.00114847	0.00169974	0.00101066	0.000964719	0.00128629	0.00389952	0.00351282	0.00418773	0.00376963	0.00395809	0.00353207	0.00424972	0.00384826	0.775	0.552632	0	988.596	824	0.5442	0.5442	3.17598	0.0512367	True	False
16	89160000	89180000	11956	14457	14515	14714	14444	0.00384744	0.00388926	0.00384744	0.0004182	0.00037638	8.364e-05	0.00388764	0.00354815	0.00297928	0.00252346	0.00302073	0.00255215	0.00297891	0.00251033	0.913978	0.216	0	828.92	615	0.5978	0.5978	3.16048	0.0518257	True	False
16	12960000	12980000	9047	10589	10664	10410	10494	0.00420029	0.00480822	0.00453189	0.000829004	0.000442136	0.000497402	0.00388724	0.00355459	0.0030494	0.00345163	0.00365099	0.00403946	0.00337832	0.00376335	0.609601	0.757895	1	977.263	354	0.45235	0.45235	3.15996	0.0524146	True	False
