chrom	start	end	callable_common	callable_den	callable_alt	callable_vin	callable_chag	div_den_alt	div_den_vin	div_den_chag	div_alt_vin	div_alt_chag	div_vin_chag	div_den_afr	div_den_eur	div_alt_afr	div_alt_eur	div_vin_afr	div_vin_eur	div_chag_afr	div_chag_eur	mean_map20	mean_rm	mean_ur	mean_bsc	n_sites	callable_frac	callable_frac_den	z_den_afr	p_den_afr	cddr	low_quality
21	23760000	23780000	8067	9355	9409	9377	9347	0.00340895	0.00229329	0.00117764	0.00123962	0.00247924	0.00136358	0.00471748	0.00482404	0.00246824	0.0024816	0.00305148	0.00308741	0.0038579	0.00391822	0.723291	0.85	1	991.45	260	0.40335	0.40335	5.31147	0.0176322	True	True
21	46300000	46320000	11232	13065	14737	14149	14360	0.0042735	0.00445157	0.00436254	0.000178063	8.90313e-05	8.90313e-05	0.00453661	0.0046035	0.00148485	0.00161087	0.00150424	0.00168158	0.00141521	0.00159264	0.794253	0.437086	0	949.854	526	0.5616	0.5616	5.01558	0.0188917	True	False
21	37940000	37960000	12553	14191	14532	14619	14499	0.000398311	0.000398311	0.00035848	0	3.98311e-05	3.98311e-05	0.0045341	0.00439595	0.00453072	0.00433847	0.00453072	0.00433847	0.00449089	0.00429864	0.819579	0.481132	1	936.198	377	0.62765	0.62765	5.01147	0.0201511	True	False
21	25380000	25400000	11501	13522	13468	13451	13159	0.00121729	0.00126076	0.00121729	0.000565168	0.000347796	0.000565168	0.00451104	0.00429208	0.00483331	0.00458732	0.00489324	0.00468231	0.00484121	0.00463935		0.657895	0		437	0.57505	0.57505	4.97376	0.0214106	True	False
21	21860000	21880000	8040	9368	9434	9547	9252	0.000248756	0.000373134	0.000248756	0.000124378	0	0.000124378	0.00440409	0.0040521	0.00453976	0.00421061	0.00466414	0.00433499	0.00453976	0.00421061	0.655797	0.853147	0	999.937	310	0.402	0.402	4.7988	0.02267	True	True
21	19500000	19520000	11433	13535	13526	13698	13388	0.00376104	0.00376104	0.00376104	0.000262398	0.000174932	0.000218665	0.00437128	0.00454288	0.00376605	0.00425072	0.00376605	0.00425072	0.00376605	0.00425072	0.840054	0.330827	0	970.669	350	0.57165	0.57165	4.74513	0.0239295	True	False
21	29560000	29580000	7678	8729	8692	8828	8781	0.00390727	0.00390727	0.00397239	0	6.51211e-05	6.51211e-05	0.0043625	0.00454881	0.00274245	0.0037715	0.00274245	0.0037715	0.00280757	0.00383662	0.564426	0.900826	1	934.752	239	0.3839	0.3839	4.73076	0.0251889	True	True
21	25460000	25480000	10156	11962	11755	11856	11756	0.000836944	0.00098464	0.000640016	0.000147696	0.000196928	0.000344624	0.00424168	0.00438619	0.00419245	0.00433558	0.00434014	0.00448317	0.00399552	0.00413963	0.806513	0.569231	0	994	431	0.5078	0.5078	4.5331	0.0264484	True	False
21	24960000	24980000	11081	12583	12634	12781	12739	0.00139879	0.00144391	0.00139879	0.000315856	0.000360978	0.000225611	0.00412174	0.00460638	0.00391087	0.0045747	0.003956	0.00461983	0.00391087	0.0045747	0.788012	0.588235	1	988.73	458	0.55405	0.55405	4.33689	0.0277078	True	False
21	25420000	25440000	11523	13277	13133	13536	13177	0.00086783	0.000824438	0.000607481	0.00030374	0.000260349	0.000216957	0.0041038	0.00433215	0.00433567	0.00455869	0.00440374	0.00463589	0.00418678	0.00441894	0.771303	0.492647	0	994	432	0.57615	0.57615	4.30755	0.0289673	True	False
21	21820000	21840000	11787	14205	13852	13844	14125	0.00364809	0.00369051	0.00360567	0.000127259	4.24196e-05	8.48392e-05	0.00409268	0.00424851	0.00227313	0.00236143	0.00231555	0.00240385	0.00223071	0.00231901	0.625	0.772727	0	997.455	452	0.58935	0.58935	4.28935	0.0302267	True	False
21	35860000	35880000	8426	9894	9976	9977	9950	0.00320437	0.00255163	0.00320437	0.000771422	0	0.000771422	0.00405864	0.00402556	0.0023914	0.00236639	0.00283587	0.00281692	0.0023914	0.00236639	0.704545	0.7375	0	850.675	260	0.4213	0.4213	4.23367	0.0314861	True	False
21	22920000	22940000	9023	10918	10998	10697	10593	0.00415605	0.00448853	0.00443312	0.000387898	0.000387898	5.54139e-05	0.00394226	0.00404702	0.0011898	0.00107236	0.00152229	0.00140484	0.00146687	0.00134943	0.751515	0.758929	1	945.366	310	0.45115	0.45115	4.04328	0.0327456	True	False
21	21080000	21100000	12678	14603	14663	14727	14387	0.000670453	0.000512699	0.000552138	0.00023663	0.00023663	0.000118315	0.00393265	0.00402495	0.00365765	0.00374888	0.00365658	0.00374888	0.00369602	0.00378832	0.879433	0.446809	0	996.926	471	0.6339	0.6339	4.02756	0.034005	True	False
21	16120000	16140000	12885	14909	15130	15035	14710	0.00151339	0.00120295	0.00155219	0.000543267	0.000116414	0.000620877	0.00389812	0.00378138	0.00351742	0.00354911	0.00371231	0.0036301	0.00351512	0.00358761	0.899802	0.571429	1	972.714	438	0.64425	0.64425	3.97108	0.0352645	True	False
21	25480000	25500000	12186	14179	14059	14470	13851	0.00151814	0.00143607	0.00127195	8.20614e-05	0.000246184	0.000164123	0.00389461	0.00422103	0.00434678	0.00509641	0.00434964	0.00517358	0.00418565	0.00501191	0.865801	0.381679	0	994	480	0.6093	0.6093	3.96533	0.0365239	True	False
21	25520000	25540000	12059	13963	13899	13905	13813	0.00344141	0.00348288	0.00348288	0.00029024	0.00029024	0.000165851	0.00384819	0.0039484	0.00208337	0.00215943	0.00212483	0.0022009	0.00212483	0.0022009	0.805861	0.336957	0	994	414	0.60295	0.60295	3.88939	0.0377834	True	False
21	25620000	25640000	9512	11186	11404	11439	11151	0.00415265	0.00394239	0.00410008	0.000841043	5.25652e-05	0.000788478	0.00382539	0.00395905	0.00155125	0.00175163	0.00104618	0.0010386	0.00149869	0.00169906	0.705128	0.705882	0	993.563	300	0.4756	0.4756	3.85209	0.0390428	True	False
21	25440000	25460000	11235	13431	13240	13439	13215	0.000445038	0.000489542	0.000534045	4.45038e-05	8.90076e-05	0.000133511	0.00380165	0.00409211	0.00336415	0.00364717	0.00340865	0.00369167	0.00345316	0.00373617	0.778523	0.61745	0	994	472	0.56175	0.56175	3.81325	0.0403023	True	False
21	35760000	35780000	10529	12514	12836	12755	12363	0.00327666	0.00327666	0.00332415	0.000189952	0.000237439	4.74879e-05	0.00373288	0.00367401	0.00219446	0.00193635	0.0023472	0.00203641	0.00239469	0.0020839	0.718835	0.52	0	897.784	361	0.52645	0.52645	3.70076	0.0415617	True	False
21	19460000	19480000	9481	10682	10794	10860	10745	0.00348065	0.0038498	0.00379707	0.00121295	0.00116022	5.27371e-05	0.00373077	0.00377449	0.00161601	0.00139774	0.00139613	0.00169792	0.00134363	0.00164519	0.699612	0.674419	0	983.988	283	0.47405	0.47405	3.6973	0.0428212	True	False
21	40880000	40900000	9849	11671	11697	11742	11588	0.00101533	0.00101533	0.00111686	0.000101533	0.000304599	0.000304599	0.00371802	0.00423185	0.00410887	0.00463788	0.00410887	0.00463788	0.00421041	0.00473942	0.711838	0.583333	0	816.15	301	0.49245	0.49245	3.67645	0.0440806	True	False
21	47300000	47320000	11315	13158	13231	13396	13384	0.000707026	0.000751215	0.000707026	4.41891e-05	0.000176757	0.000220946	0.00368063	0.00382321	0.00385738	0.00399996	0.00390157	0.00404415	0.00378825	0.00397186	0.809641	0.714286	0	913.746	405	0.56575	0.56575	3.61528	0.0453401	True	False
21	28000000	28020000	10464	12202	12352	12339	12167	0.00033448	0.000382263	0.00033448	4.77829e-05	0	4.77829e-05	0.00367653	0.00344586	0.00372431	0.00349364	0.00377086	0.00353801	0.00372431	0.00349364	0.581481	0.690722	0	932.108	309	0.5232	0.5232	3.60857	0.0465995	True	False
21	20320000	20340000	12252	14461	14250	14227	14383	0.00383611	0.00391773	0.0037953	0.000244858	4.08097e-05	0.000204048	0.00367101	0.00389832	0.000977881	0.000957362	0.00105018	0.0010288	0.000937071	0.000916552	0.831481	0.455556	0	988.444	356	0.6126	0.6126	3.59954	0.0478589	True	False
21	20200000	20220000	10877	12478	12983	12766	12693	0.00188471	0.00179277	0.00179277	9.19371e-05	0.000137906	4.59686e-05	0.00365466	0.0045732	0.00296759	0.00356268	0.00287566	0.00347075	0.00292162	0.00351671	0.763158	0.589744	0	983.692	329	0.54385	0.54385	3.57279	0.0491184	True	False
21	41660000	41680000	10788	12845	12751	13008	12529	0.00157582	0.00143678	0.00139043	0.000231739	0.000278087	0.000139043	0.00363519	0.00314779	0.00414845	0.00355606	0.00407363	0.00358823	0.00402721	0.00354188	0.738248	0.632911	0.708861	949.19	385	0.5394	0.5394	3.54094	0.0503778	True	False
21	21660000	21680000	11697	13089	12974	13162	13033	0.00307771	0.00303497	0.0031632	0.000128238	0.000256476	0.00021373	0.00363201	0.00305081	0.00266692	0.00350398	0.00262418	0.00346124	0.00275242	0.00358948	0.705333	0.478571	0	992.4	423	0.58485	0.58485	3.53574	0.0516373	True	False
21	46840000	46860000	11914	14115	14645	14760	14441	0.000839349	0.000965251	0.000839349	0.000209837	8.39349e-05	0.000209837	0.00362339	0.00358773	0.00332442	0.00337314	0.00342169	0.00344289	0.00332442	0.00337314	0.845614	0.571429	0	977.558	516	0.5957	0.5957	3.52165	0.0528967	True	False
21	41620000	41640000	9895	11991	12107	11881	11889	0.00323396	0.00333502	0.00333502	0.000101061	0.000101061	0.000101061	0.00362125	0.00389864	0.0014215	0.00130987	0.00152256	0.00141093	0.00152256	0.00141093	0.644013	0.803738	1	947.57	351	0.49475	0.49475	3.51815	0.0541562	True	True
21	15480000	15500000	7662	9265	9407	9275	9254	0.00306708	0.0031976	0.0031976	0.000130514	0.000130514	0.000261028	0.00360664	0.00357739	0.00212781	0.00167713	0.00225833	0.00180765	0.00225833	0.00180765	0.883966	0.8375	1	933.462	245	0.3831	0.3831	3.49425	0.0554156	True	True
21	21220000	21240000	12907	14817	15439	15318	15130	0.0036027	0.00356396	0.00371891	3.87387e-05	0.000116216	0.000154955	0.00360265	0.00360189	0.00105123	0.000812489	0.00101249	0.000773751	0.00116744	0.000928705	0.864146	0.35	0	969.925	420	0.64535	0.64535	3.48771	0.0566751	True	False
21	25500000	25520000	11810	13695	13835	14019	13679	0.00304826	0.00296359	0.00304826	0.000338696	0.00042337	0.000254022	0.00358953	0.00351288	0.00268738	0.00226593	0.00259976	0.00221307	0.00268444	0.00229775	0.859375	0.364583	0	994	403	0.5905	0.5905	3.46626	0.0579345	True	False
21	15500000	15520000	10342	12282	12443	12333	11937	0.00294914	0.00304583	0.00299749	9.66931e-05	4.83465e-05	0.00014504	0.00358028	0.003633	0.00186547	0.00140223	0.00196216	0.00149893	0.00191382	0.00145058	0.837209	0.643678	1	927.345	302	0.5171	0.5171	3.45113	0.059194	True	False
21	43240000	43260000	12621	14743	15061	15136	14789	0.00245622	0.00261469	0.00269392	0.000237699	0.000316932	7.9233e-05	0.00357957	0.0037415	0.00304477	0.00319698	0.00316469	0.00329401	0.00324393	0.00337324	1	0.189189	0		512	0.63105	0.63105	3.44995	0.0604534	True	False
21	22040000	22060000	12266	14062	14290	14351	13814	0.000896788	0.000815262	0.000815262	0.000244579	8.15262e-05	0.000163052	0.00356582	0.00380253	0.00332125	0.00355795	0.00323972	0.00347642	0.00323972	0.00347642	0.795267	0.602273	0	974.284	487	0.6133	0.6133	3.42747	0.0617128	True	False
21	18720000	18740000	8065	9448	9287	9443	9641	0.00378177	0.00390577	0.00390577	0.000123993	0.000123993	0.000123993	0.00356475	0.00376604	0.00223736	0.002029	0.00236061	0.00215299	0.00236098	0.00215299	0.626471	0.894118	1	994	338	0.40325	0.40325	3.42571	0.0629723	True	True
21	29960000	29980000	10055	12073	12002	11854	11451	0.000745898	0.000795624	0.000596718	4.97265e-05	0.000348086	0.000348086	0.00355965	0.00391243	0.00358758	0.00396216	0.0036373	0.00401188	0.00373367	0.00411134	0.779825	0.557895	1	803.811	305	0.50275	0.50275	3.41737	0.0642317	True	False
21	42460000	42480000	12744	15030	14950	14848	14956	0.000863151	0.000823917	0.000823917	3.92341e-05	3.92341e-05	0	0.0035143	0.00324532	0.00365557	0.00332237	0.00361634	0.00328314	0.00361634	0.00328314	0.890873	0.462366	0	994	406	0.6372	0.6372	3.34318	0.0654912	True	False
21	36700000	36720000	14264	16421	16581	16581	16207	0.000806225	0.000666012	0.000525799	0.000420639	0.000560852	0.000420639	0.00343036	0.00347037	0.00380918	0.00383905	0.00373891	0.00376331	0.00359892	0.00363437	0.928082	0.407407	0	937.864	482	0.7132	0.7132	3.20586	0.0667506	True	False
21	24040000	24060000	9717	11250	11475	11504	11311	0.00257281	0.00257281	0.0024699	0.000102912	0.000102912	0.000102912	0.00342648	0.0029927	0.00150488	0.00087102	0.00150488	0.00087102	0.00140197	0.000768107	0.705808	0.565217	0.898551	990.159	326	0.48585	0.48585	3.19952	0.0680101	True	False
21	32060000	32080000	9637	11175	11294	11254	11294	0.00306112	0.00316489	0.00306112	0.00046695	0.000207533	0.00046695	0.00341886	0.00368842	0.00235111	0.00274248	0.00227434	0.00269792	0.00235111	0.00274248	0.723577	0.638554	1	839.807	287	0.48185	0.48185	3.18706	0.0692695	True	False
21	16080000	16100000	12997	14997	14962	15054	14923	0.000461645	0.000461645	0.000500115	7.69408e-05	0.000192352	0.000192352	0.00341854	0.00363245	0.00344863	0.00365655	0.00349548	0.00370236	0.00353395	0.00374435	0.857895	0.568421	0	948.895	472	0.64985	0.64985	3.18652	0.070529	True	False
21	28020000	28040000	8569	9928	10003	9897	9942	0.000408449	0.000350099	0.000350099	5.83499e-05	5.83499e-05	0	0.0034007	0.00292085	0.00334235	0.00286239	0.003284	0.00280415	0.003284	0.00280415	0.8	0.695652	0.173913	953.5	294	0.42845	0.42845	3.15734	0.0717884	True	False
21	22060000	22080000	10079	11732	11852	11920	11880	0.00128981	0.00143863	0.00128981	0.000148824	0	0.000148824	0.00339864	0.00349553	0.00271756	0.00281125	0.00286639	0.00296008	0.00271756	0.00281125	0.793103	0.698925	0	992.796	351	0.50395	0.50395	3.15397	0.0730479	True	False
21	37340000	37360000	11457	13522	13589	13381	13157	0.00205115	0.000698263	0.00104739	0.00165837	0.00170202	0.000567339	0.00337811	0.00316309	0.00235701	0.00208732	0.00307388	0.00284354	0.00308338	0.00278265	0.704212	0.445652	1	843.87	361	0.57285	0.57285	3.12039	0.0743073	True	False
21	25360000	25380000	11054	12796	12877	12716	12824	0.00113081	0.00113081	0.00140221	0.00072372	0.00108558	0.00108558	0.00337789	0.00321429	0.00312229	0.00299001	0.00327653	0.00317076	0.00306689	0.00297832		0.416667	0		373	0.5527	0.5527	3.12003	0.0755668	True	False
21	29040000	29060000	13357	15657	15534	15696	15723	0.000299468	0.000711238	0.000598937	0.00063637	0.00052407	0.000112301	0.00337051	0.0030094	0.00342476	0.00303202	0.00323759	0.00284485	0.00320016	0.00280742	0.852041	0.459184	1	949.48	406	0.66785	0.66785	3.10796	0.0768262	True	False
21	46100000	46120000	8653	10620	10896	10712	10692	0.00392927	0.00392927	0.00392927	0.000231134	0.000231134	0	0.00336395	0.00337053	0.00190545	0.00218428	0.00190545	0.00218428	0.00190545	0.00218428	0.819672	0.557377	0.622951	976	288	0.43265	0.43265	3.09723	0.0780856	True	False
21	46400000	46420000	12845	14946	15865	15462	15218	0.00237446	0.00233554	0.00237446	0.000233554	0.00027248	0.00027248	0.00335271	0.00337797	0.00275123	0.0027976	0.00271231	0.00275868	0.00275123	0.0027976	0.853846	0.384058	0	976	617	0.64225	0.64225	3.07883	0.0793451	True	False
21	32800000	32820000	10230	12231	12390	12171	12055	0.0040567	0.00395894	0.00400782	0.000488759	0.000439883	4.88759e-05	0.00335184	0.00374227	0.00155256	0.00116436	0.00145407	0.00104194	0.00150265	0.00108682	0.734432	0.572917	1	934.75	316	0.5115	0.5115	3.07741	0.0806045	True	False
21	35920000	35940000	12253	14090	14104	14112	14173	0.00102016	0.000897739	0.000897739	0.000285644	0.000285644	8.16127e-05	0.00332306	0.004413	0.00317978	0.00423946	0.00315045	0.00424992	0.00315045	0.00424992	0.765903	0.435115	0	878.542	368	0.61265	0.61265	3.03034	0.081864	True	False
21	15620000	15640000	10943	13012	12730	13155	12869	0.000868135	0.0010509	0.000776752	0.00036553	9.13826e-05	0.000274148	0.00331212	0.00300015	0.00348409	0.00305581	0.00366686	0.00323857	0.00339271	0.00296442	0.850877	0.559701	1	915.97	384	0.54715	0.54715	3.01243	0.0831234	True	False
21	23780000	23800000	11650	13696	13408	13509	13586	0.00403433	0.00283262	0.00124464	0.00197425	0.00399142	0.00227468	0.00331054	0.00346739	0.00198323	0.00172316	0.00283056	0.00278052	0.00362225	0.00378132	0.635965	0.615385	1	988.487	398	0.5825	0.5825	3.00985	0.0843829	True	False
